student_id,name,gender,date_of_birth,grade,email,phone_number,address,school_name,math,english,science,history,computer,total_marks,average_marks
S00148,Lauren Smith,Female,2012-05-03,2,cynthia11@example.org,+1-901-749-9481x66534,"078 Karla Manors, East Jessica, MH 18724",Gonzales-Rosales School,66,99,42,55,44,306,61.2
S00149,Christine Kim,Female,2010-08-18,3,emontgomery@example.org,539.565.8937,"078 Karla Manors, East Jessica, MH 18724",Gonzales-Rosales School,63,94,48,84,77,366,73.2
S00150,Lauren Barber,Female,2016-08-25,10,cantukristen@example.com,932-920-9328,"078 Karla Manors, East Jessica, MH 18724",Gonzales-Rosales School,66,43,66,42,68,285,57.0
S00001,Richard Smith,Male,2016-07-28,9,ericksonbrian@example.org,441-556-2481x761,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,53,46,54,84,91,328,65.6
S00002,Susan Wiggins,Female,2006-09-15,12,bailey43@example.com,001-918-394-1729,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,97,83,78,94,50,402,80.4
S00003,Donna Jimenez,Female,2017-02-27,10,dawn55@example.com,(508)485-2076x231,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,79,45,100,73,48,345,69.0
S00004,Brandi Massey,Female,2013-07-23,12,zschneider@example.org,603-449-8800x74058,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,63,88,93,82,55,381,76.2
S00005,Michael Anderson,Male,2019-04-27,12,nancykennedy@example.net,(217)378-6436,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,90,47,79,87,59,362,72.4
S00006,Mr. John Todd PhD,Male,2014-10-16,7,justingaines@example.net,+1-472-933-1220x606,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,85,64,54,54,87,344,68.8
S00007,Gina Smith,Female,2019-01-06,9,michael86@example.org,539-545-1691x04239,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,72,75,61,67,77,352,70.4
S00008,Jacqueline Lawrence,Female,2011-10-19,9,jorgegibson@example.net,492-415-4892x6046,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,89,90,40,64,62,345,69.0
S00009,Theresa Booker,Female,2012-08-02,10,nicholasboyer@example.com,2485801788,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,66,81,88,73,79,387,77.4
S00010,Laura Murphy,Female,2017-04-19,3,angelicacastro@example.org,(756)651-3209x88081,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,81,66,86,41,54,328,65.6
S00011,Robert Brown,Male,2017-05-20,5,brandon15@example.net,839.474.3715x543,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,58,51,54,68,93,324,64.8
S00012,Gina Davis,Female,2011-06-07,2,morganaustin@example.net,(586)669-9998,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,80,67,59,71,53,330,66.0
S00013,Brittany Jefferson,Female,2012-02-15,4,jennifer56@example.com,925-795-4873,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,63,51,76,81,79,350,70.0
S00014,John Molina,Male,2015-05-30,5,traci84@example.com,001-674-462-6929,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,73,66,63,71,100,373,74.6
S00015,Kevin Rose,Male,2018-07-27,12,keysarah@example.net,001-526-393-1144,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,62,91,44,98,44,339,67.8
S00016,Joanne Martin,Female,2018-11-07,7,suzanne24@example.com,386.643.4744x6716,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,98,54,43,45,78,318,63.6
S00017,Kerry Johnson,Female,2011-01-13,4,cannoncarmen@example.net,+1-381-665-2063x8268,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,57,42,44,93,42,278,55.6
S00018,Kevin Cohen,Male,2008-09-07,10,mmiller@example.org,(969)563-6172x5757,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,75,60,74,53,68,330,66.0
S00019,Mary Moses,Female,2018-06-25,8,bergertracy@example.net,918-464-5701x240,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,51,61,86,44,47,289,57.8
S00020,Ronald Vazquez,Male,2013-07-29,5,mary49@example.org,001-776-988-4371x223,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,62,92,78,91,61,384,76.8
S00021,Rachel Hobbs,Female,2011-10-10,11,robin66@example.com,+1-295-515-8126x76756,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,43,84,88,69,95,379,75.8
S00022,David Williams,Male,2017-06-02,6,bradleyyvonne@example.net,687-669-7392,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,93,75,57,87,81,393,78.6
S00023,Danny Smith,Male,2008-03-10,12,davenportsusan@example.net,(429)793-8174,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,62,99,86,92,55,394,78.8
S00024,Corey Long,Male,2019-07-04,2,joseph63@example.org,+1-439-930-9214x37812,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,64,50,94,95,86,389,77.8
S00025,Carrie Guzman,Female,2011-03-06,3,qgardner@example.com,+1-235-329-6050x8068,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,78,74,76,47,69,344,68.8
S00026,Alicia Baker,Female,2015-11-29,6,mmiles@example.net,506-312-0260x330,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,99,99,83,63,48,392,78.4
S00027,Larry Fowler,Male,2014-10-22,2,kingdavid@example.net,001-697-939-4186x2976,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,54,89,53,76,53,325,65.0
S00028,Jessica Garcia,Female,2008-07-01,6,andrewsmary@example.com,383-982-1357x39975,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,83,46,76,60,74,339,67.8
S00029,Shelly Poole,Female,2012-01-19,12,jacqueline78@example.org,313.640.9542x36200,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,49,94,40,46,61,290,58.0
S00030,William Mitchell,Male,2015-08-31,6,rosskimberly@example.com,-2872,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,49,69,44,62,98,322,64.4
S00031,Taylor Williams,Male,2015-01-06,2,ytorres@example.com,+1-816-767-4722x5984,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,49,92,53,90,89,373,74.6
S00032,Jennifer Wright,Female,2009-11-07,12,gomezbianca@example.org,2942372650,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,92,87,45,74,64,362,72.4
S00033,Kathy Smith,Female,2014-06-06,1,harperrobert@example.org,617.282.8646,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,50,57,51,50,71,279,55.8
S00034,Catherine Mills,Female,2012-06-09,4,robinsonlynn@example.org,-4470,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,88,56,67,54,54,319,63.8
S00035,Tammie Pena,Female,2017-05-14,1,holly80@example.org,402.619.3199x67866,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,50,72,57,65,84,328,65.6
S00036,Catherine Wilson,Female,2016-08-27,9,melissa43@example.org,401-497-6377x193,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,78,72,60,57,54,321,64.2
S00037,Jennifer Nguyen,Female,2018-02-24,11,wrightscott@example.org,570.943.4559,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,59,88,57,89,72,365,73.0
S00038,Linda Williams,Female,2007-04-16,3,alexander78@example.com,-5331,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,90,99,69,76,55,389,77.8
S00039,Jesse Keller,Male,2014-11-10,6,russellturner@example.com,2848169858,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,66,43,64,41,48,262,52.4
S00040,Steven Garcia,Male,2017-10-21,3,ashley04@example.com,234.338.3037,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,93,78,86,75,68,400,80.0
S00041,Brittany Cross,Female,2008-08-13,7,jessicaowens@example.net,(428)853-5767,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,80,45,66,76,75,342,68.4
S00042,Katherine Thomas,Female,2014-04-01,1,jessicaroberts@example.net,+1-445-207-7334x52252,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,53,40,99,77,57,326,65.2
S00043,Monica Williams,Female,2016-12-15,1,jacquelineknox@example.com,658-694-6297x355,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,82,98,84,93,71,428,85.6
S00044,Craig Chen,Male,2012-03-08,7,xmclean@example.com,+1-451-507-9044x23199,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,89,99,86,72,56,402,80.4
S00045,Jeffrey Rios,Male,2015-06-25,10,mcleanmegan@example.net,200-947-5048,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,46,87,92,55,43,323,64.6
S00046,Stephanie Wilson,Female,2008-10-24,9,thomasmckay@example.org,(629)607-6811,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,64,87,40,65,90,346,69.2
S00047,Mark Cook,Male,2006-09-26,3,adam63@example.com,631-844-3084x7894,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,67,47,42,94,81,331,66.2
S00048,Kristopher Marshall,Male,2008-06-30,1,pking@example.org,908.289.6269x5245,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,49,81,88,87,54,359,71.8
S00049,Donald Roberts,Male,2012-02-17,2,mark14@example.com,(925)854-9066x4392,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,53,40,59,96,64,312,62.4
S00050,Linda Meyer,Female,2009-01-02,5,julie66@example.net,(454)996-2242x396,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,43,100,96,50,42,331,66.2
S00051,Erica Simpson,Female,2009-09-19,11,rterry@example.org,268.478.9270x97623,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,88,87,59,61,96,391,78.2
S00052,Curtis Burgess,Male,2009-02-27,10,gramirez@example.org,908-277-2868x64676,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,62,42,62,80,95,341,68.2
S00053,Jill Dennis,Female,2013-02-11,7,greggraves@example.net,247-510-3620x698,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,45,65,43,50,50,253,50.6
S00054,Katherine Patel,Female,2018-10-24,1,caroline05@example.org,(528)295-1052,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,44,40,45,71,77,277,55.4
S00055,Andrea Mendoza,Female,2007-08-30,11,yblair@example.net,533.438.3626x68538,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,80,67,96,51,46,340,68.0
S00056,Taylor Henry,Female,2010-09-21,4,cartercarlos@example.org,001-422-897-2982x758,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,79,69,82,84,66,380,76.0
S00057,April Williams,Female,2015-12-08,1,jay68@example.org,468-316-4955,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,53,74,80,80,41,328,65.6
S00058,Antonio Martinez,Male,2009-11-19,8,jeremyphillips@example.com,(250)322-8036,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,76,69,79,46,83,353,70.6
S00059,Nancy Garner,Female,2017-06-03,2,sharon71@example.net,001-979-422-2040,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,45,60,82,80,87,354,70.8
S00060,Jeffrey Owens,Male,2020-03-12,10,amiranda@example.org,381-478-6942,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,50,81,67,68,77,343,68.6
S00061,Robert Black,Male,2015-01-10,4,rwright@example.org,+1-487-571-4093x34822,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,40,45,70,83,84,322,64.4
S00062,Anne Simmons,Female,2014-12-27,10,wattsmatthew@example.com,799.345.4438,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,51,64,71,69,99,354,70.8
S00063,Kim Murphy,Female,2007-07-14,11,ronniepena@example.org,+1-914-295-9298x081,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,63,61,72,89,92,377,75.4
S00064,David Allen,Male,2014-12-04,11,carlsonjulie@example.net,463.677.5415,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,66,100,90,75,57,388,77.6
S00065,Joseph Valentine,Male,2019-12-05,8,obrewer@example.net,937.571.7921x444,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,65,50,97,61,82,355,71.0
S00066,Margaret Rivers,Female,2011-05-21,10,ereed@example.com,789-888-7355x586,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,59,89,74,47,72,341,68.2
S00067,Heather Smith,Female,2014-04-24,3,phelpsgeorge@example.com,2869904635,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,59,60,99,61,75,354,70.8
S00068,Joseph Vasquez,Male,2017-08-04,1,hernandezjason@example.org,(738)661-1863x9990,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,95,48,45,91,90,369,73.8
S00069,Brandon Adams,Male,2018-08-20,3,sgonzalez@example.net,427.289.1675x505,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,70,53,75,71,58,327,65.4
S00070,Joshua Hudson,Male,2009-12-10,8,nlewis@example.org,868-338-9949,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,50,47,74,72,42,285,57.0
S00071,James Perry,Male,2018-08-04,11,ksmith@example.net,(500)808-0631x41239,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,62,66,49,62,58,297,59.4
S00072,Randy Swanson,Male,2012-07-17,5,sheasteven@example.com,8583267828,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,49,91,83,48,57,328,65.6
S00073,Natasha Hodge,Female,2012-07-02,9,charlesfigueroa@example.com,7114206340,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,50,45,75,41,63,274,54.8
S00074,Wesley Ewing,Male,2009-10-17,6,wagnermark@example.net,(647)938-4683x588,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,68,49,77,79,93,366,73.2
S00075,Hunter Mitchell,Male,2018-10-08,3,sean82@example.org,(295)220-9567x542,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,44,49,46,55,62,256,51.2
S00076,Darlene Shaw,Female,2013-07-26,8,angela64@example.org,722.455.9100,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,79,40,45,56,84,304,60.8
S00077,Paige Mcdaniel,Female,2011-08-10,5,bradley99@example.com,375-337-7819x80555,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,60,48,61,68,83,320,64.0
S00078,Nathan Moyer,Male,2014-06-07,11,elijah22@example.com,305.974.0613,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,65,43,63,62,100,333,66.6
S00079,Charles Wong,Male,2010-09-10,3,karenmarsh@example.com,509.786.3948x3635,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,93,75,40,96,90,394,78.8
S00080,Austin Cabrera,Male,2006-07-01,6,xnunez@example.org,(940)248-0460x815,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,77,58,57,64,46,302,60.4
S00081,Jamie Ramirez,Female,2014-08-12,6,floresderrick@example.net,3898995006,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,67,90,71,75,98,401,80.2
S00082,Aaron Smith,Male,2014-12-31,3,joshua38@example.org,-8523,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,45,80,57,68,58,308,61.6
S00083,John Taylor,Male,2017-08-06,6,blakeandrew@example.org,+1-670-579-1817x6895,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,87,90,44,40,99,360,72.0
S00084,Melissa Morris,Female,2017-12-12,7,vsmith@example.net,442.655.4602x492,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,77,56,53,90,72,348,69.6
S00085,Ashley Anderson,Female,2009-12-25,10,traviswalker@example.com,274-717-0931,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,86,58,43,41,95,323,64.6
S00086,Kimberly Edwards,Female,2012-05-03,1,kenneth42@example.com,001-377-640-4437x935,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,63,93,43,85,85,369,73.8
S00087,Laura Meyer,Female,2006-05-06,6,qvalencia@example.org,5742111645,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,43,71,63,77,85,339,67.8
S00088,Emily Sullivan,Female,2017-03-30,5,susan21@example.net,463.588.5875,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,96,53,48,42,55,294,58.8
S00089,Maria Welch,Female,2016-03-04,1,jennypatterson@example.com,625.766.6752,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,66,77,91,100,84,418,83.6
S00090,Alejandro Atkins,Male,2018-12-30,9,holtnicholas@example.net,857-355-3178,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,52,50,54,65,86,307,61.4
S00091,Kenneth White,Male,2010-11-12,1,esmith@example.net,(772)815-5303x6793,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,75,92,96,90,89,442,88.4
S00092,Sydney Long,Female,2010-02-25,8,sean26@example.net,(601)701-5332x45517,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,74,69,54,94,97,388,77.6
S00093,Tiffany Hamilton,Female,2017-02-21,8,nmendoza@example.org,566.832.6619,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,95,73,59,93,61,381,76.2
S00094,Alyssa Nguyen,Female,2010-11-15,4,marychristensen@example.org,9237227014,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,45,67,73,57,40,282,56.4
S00095,Elizabeth Moore,Female,2008-06-19,2,edwardsjeremy@example.com,(971)693-0304,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,58,60,49,56,69,292,58.4
S00096,Jonathan Lewis,Male,2014-04-06,6,jonescrystal@example.org,728-526-2203,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,73,50,94,69,71,357,71.4
S00097,Jennifer Scott,Female,2012-03-18,11,lopezmichael@example.net,814-751-1840x795,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,54,79,77,59,56,325,65.0
S00098,Michael Henry,Male,2011-05-10,1,vincentsarah@example.com,221-242-0328,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,93,84,72,63,75,387,77.4
S00099,Tony Freeman,Male,2016-06-06,10,robertknight@example.net,415.356.6979x005,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,54,68,88,77,58,345,69.0
S00100,Calvin Ramos,Male,2008-01-17,4,gregory53@example.net,242-714-6237x6543,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,89,96,42,67,40,334,66.8
S00101,Paige Davis,Female,2018-10-03,4,victoriaolson@example.com,458-381-3667x764,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,71,57,89,83,49,349,69.8
S00102,Megan Martin,Female,2017-06-03,12,davidsharp@example.net,727-208-6037,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,63,94,77,48,81,363,72.6
S00103,Elizabeth Freeman,Female,2011-06-18,2,charles03@example.com,001-931-910-5251,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,98,81,88,64,73,404,80.8
S00104,Ronald Bryant,Male,2012-08-09,4,steven25@example.net,(526)565-3489,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,100,87,77,74,95,433,86.6
S00105,Cole Sherman,Male,2012-03-27,1,gene25@example.com,(701)358-7224,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,82,60,75,99,94,410,82.0
S00106,Mark Shields,Male,2011-06-25,2,chad05@example.org,750.407.0878,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,93,52,78,64,62,349,69.8
S00107,Lori Lamb,Female,2018-02-04,10,campbellvicki@example.org,315.836.5421,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,93,86,44,45,45,313,62.6
S00108,April Spence,Female,2011-08-02,6,brian16@example.org,001-771-613-1404x74591,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,63,61,57,80,55,316,63.2
S00109,Brian Branch,Male,2014-02-09,1,ashley42@example.net,(609)249-6715x783,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,44,94,81,99,56,374,74.8
S00110,Michelle Bishop,Female,2006-11-16,8,ghorn@example.com,(361)797-8803,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,72,46,57,94,74,343,68.6
S00111,Jamie Perez,Female,2011-03-14,8,bradley84@example.org,550-620-0129x18824,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,100,82,82,98,96,458,91.6
S00112,Mike Avery,Male,2017-05-19,5,diana96@example.org,419-420-9166x303,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,81,52,61,60,90,344,68.8
S00113,Whitney Gordon,Female,2018-09-17,3,jodi07@example.org,(445)689-8167x85184,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,80,58,60,86,61,345,69.0
S00114,William Pugh,Male,2012-12-16,12,zbrock@example.com,(605)986-8055x87681,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,68,43,69,95,83,358,71.6
S00115,Christina Patel,Female,2015-06-11,12,jamesowens@example.com,(357)486-6655,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,77,80,95,76,78,406,81.2
S00116,Tommy Wallace,Male,2016-07-02,3,opruitt@example.com,(929)708-1931x996,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,50,90,85,95,54,374,74.8
S00117,Christina Bryan,Female,2013-05-28,1,yorkbrianna@example.org,+1-524-387-9957x865,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,94,52,98,69,44,357,71.4
S00118,Luke Nicholson,Male,2020-03-13,2,powellheather@example.net,667.596.4268,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,88,70,98,99,46,401,80.2
S00119,Samantha Vincent,Female,2016-07-05,6,hollydouglas@example.com,(663)374-5824,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,59,90,94,86,100,429,85.8
S00120,William Bass,Male,2009-01-08,4,charlessmith@example.com,(306)839-6574,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,68,98,57,95,47,365,73.0
S00121,Derrick Cisneros,Male,2008-02-27,9,colleen33@example.com,(911)712-9774x5662,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,84,48,92,72,42,338,67.6
S00122,Cory Macdonald,Male,2014-11-26,5,nguyenamanda@example.com,643-730-9795,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,74,69,78,73,66,360,72.0
S00123,Pamela Gomez,Female,2010-09-25,4,rollinspaul@example.org,6649617101,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,58,44,93,70,85,350,70.0
S00124,Thomas Carlson,Male,2020-04-14,3,karen93@example.net,641.642.1241x962,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,84,65,49,100,71,369,73.8
S00125,John Mueller,Male,2014-05-13,4,jason96@example.org,001-509-827-6711,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,76,85,73,59,85,378,75.6
S00126,Adam Chen,Male,2011-12-28,4,grodriguez@example.org,(879)203-5278x2237,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,83,61,60,97,89,390,78.0
S00127,Jordan Briggs,Male,2015-09-21,12,markgarcia@example.org,613.968.5102x8555,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,99,67,85,42,87,380,76.0
S00128,Michael Fleming,Male,2008-01-05,4,balldalton@example.org,501.554.7341x026,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,65,46,40,59,86,296,59.2
S00129,Ashley Andrade,Female,2006-10-16,11,lawrence06@example.net,+1-749-601-1162x89406,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,74,98,65,92,69,398,79.6
S00130,Sarah Dougherty,Female,2012-08-14,4,johnathan41@example.org,-6379,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,73,69,72,82,82,378,75.6
S00131,Suzanne Lambert,Female,2014-08-17,11,jennifercastro@example.com,(727)877-7710x7862,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,63,63,92,99,69,386,77.2
S00132,Michael Fowler,Male,2013-03-12,11,christopher36@example.com,+1-207-373-0578x768,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,64,42,99,60,94,359,71.8
S00133,Tony Holt,Male,2012-01-19,5,kcampbell@example.com,+1-718-716-6772x93101,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,73,66,57,99,67,362,72.4
S00134,Nathan Hart,Male,2015-06-22,12,bgalloway@example.org,6942591442,"3805 Jackson Knolls Apt. 505, South Michelle, NJ 67403",Campbell-Dixon School,52,94,64,71,74,355,71.0
